is_duplicate,question1_len,question2_len,common_words,cosine_distance,euclidean_distances,minkowski_distances,manhattan_distances,jaccard_distances,fuzz_ratio,fuzz_partial_ratio,fuzz_token_set_ratio,fuzz_token_sort_ratio
0,34,44,0,0.0,1.4142135623730951,0.9738498558512405,4.419919318437441,0.9,15,18,33,33
1,22,28,3,0.7842475801872021,0.6568902797466225,0.5862248277200883,0.9954894629821995,0.875,76,82,84,76
0,21,21,3,0.6442667133724317,0.8434847795041335,0.7514119010338649,1.2532013002786393,0.8888888888888888,76,76,83,71
0,31,23,2,0.6239070614537044,0.8672865023120048,0.7359735209067374,1.552035748723386,0.875,44,52,85,63
1,27,18,2,0.6749012107532861,0.8063482984997413,0.6783090475565516,1.5739815223506461,0.8333333333333334,71,83,88,62
0,18,39,1,0.42480965599237186,1.0725580114918059,0.8955682844320217,1.9416100211235983,0.75,46,61,67,46
0,29,43,2,0.3889246830873101,1.105509219240337,0.788353518834808,3.204960237850244,0.9090909090909091,50,48,56,53
0,49,40,0,0.0,1.4142135623730951,0.9325197803033671,5.032949564461772,0.9230769230769231,22,33,29,29
0,43,22,2,0.3052846306692795,1.178741166949488,0.8771084537626392,3.0831174143875857,0.9,40,50,71,52
1,19,23,2,0.7243675478726582,0.7424721572252281,0.6143542022896803,1.4061024326870182,0.875,71,88,88,81
1,52,60,6,0.8464302340776962,0.5542017068221711,0.49690955541844195,0.8855884549328948,0.9285714285714286,93,90,93,93
0,25,46,0,0.0,1.4142135623730951,1.0342163115522751,3.6989841300633133,0.8333333333333334,23,33,25,25
0,48,21,0,0.0,1.414213562373095,1.0335265620888245,4.007563631765681,0.8571428571428572,32,43,17,17
0,9,24,0,0.0,1.4142135623730951,1.2599210498948732,2.0,0.0,48,89,48,48
0,72,18,1,0.1350702819595651,1.315241208326773,0.8875761067721827,4.714186820873238,0.9285714285714286,22,56,36,22
1,16,17,2,0.7344668276132565,0.7287429895192726,0.650903920564885,1.1245509871706707,0.8571428571428572,79,81,81,67
0,36,67,0,0.0,1.414213562373095,0.939917907344909,5.0080322192949644,0.9,33,36,29,29
0,25,32,3,0.7835966487308144,0.6578804621953529,0.5488347709007508,1.294550967984729,0.9,70,89,89,74
0,79,78,8,0.8862103615642719,0.4770526982121121,0.42376300776606757,0.8658624128271508,0.9333333333333333,89,88,100,87
0,70,109,5,0.39773488981773414,1.097510920385092,0.6833836186541576,4.755812066592601,0.962962962962963,36,47,57,53
0,39,22,2,0.7010359210164484,0.77325814445572,0.6521484941731687,1.4228560018824297,0.8571428571428572,72,100,100,72
1,35,38,3,0.8891437958514702,0.4708634709733381,0.45896557624871,0.6441318985660149,0.8333333333333334,82,77,93,93
1,24,29,2,0.5963347347133958,0.8985157375211681,0.7443562106478918,1.7360708901454394,0.875,72,67,83,64
0,25,25,3,0.7573821284164427,0.6965886470271494,0.6595579054089487,1.0683159008214609,0.875,80,80,81,68
0,76,26,2,0.2602786716662536,1.2163234177912934,0.8721799846510093,3.8792821350059654,0.9333333333333333,31,46,51,33
0,26,18,3,0.7365224656721968,0.7259167091723447,0.6840972803828119,1.1311622341294254,0.875,82,100,100,82
0,30,14,1,0.2097812453380696,1.2571545288165098,1.0193001791567182,2.585405662402761,0.8571428571428572,64,93,64,64
0,81,42,3,0.38123775871563664,1.1124407771062361,0.7394759658588865,4.156929202566886,0.9444444444444444,41,60,62,54
1,9,11,1,0.4765161580976097,1.0232143879973445,0.9107709107215066,1.505069528522265,0.8,50,56,71,50
0,42,62,2,0.3218811737402432,1.164576168620805,0.8106485116020591,3.528948854792283,0.875,52,57,56,60
1,30,35,3,0.8556887840172386,0.5372359183501444,0.49380140095295816,0.8680942798405655,0.8888888888888888,77,80,91,80
0,85,46,4,0.4378336070368223,1.0603455974003735,0.7239795461272704,3.7456573748523114,0.9444444444444444,46,45,72,47
0,17,85,0,0.0,1.4142135623730951,0.9620394876818098,4.897797641971888,0.9285714285714286,25,41,20,20
1,43,30,4,0.5431406091934264,0.9558863853058832,0.6978047981655312,2.6354239187946593,0.9375,58,70,75,60
1,27,29,3,0.6323566667432791,0.8574885809813692,0.7161630888255177,1.5816145845952987,0.9,54,56,74,71
0,34,68,1,0.15848658307921346,1.2973152407343302,0.8665824596436413,4.629591350998336,0.9375,43,60,49,45
1,17,17,3,1.0,0.0,0.0,0.0,0.0,100,100,100,100
0,53,61,5,0.582659407449793,0.9136088797184572,0.6851497466593348,2.3122049414711885,0.9166666666666666,61,55,71,63
0,31,30,3,0.8232096493435808,0.5946265225440576,0.5710222675283887,0.8738041263180261,0.875,72,80,78,62
1,43,48,4,0.697704884945434,0.7775540046254871,0.6047860310865634,1.7446055578022395,0.9230769230769231,57,60,85,75
1,15,8,1,0.689836192199166,0.7876087960413266,0.7424652419804788,1.0341292958816921,0.75,70,100,100,70
0,47,58,2,0.2886076744639151,1.1928053701556554,0.78198749067935,4.397681832416239,0.9411764705882353,21,33,46,42
0,23,21,2,0.7468835540818871,0.7115004510442887,0.6347937278462652,1.0735383391663298,0.8,86,86,89,77
0,30,79,2,0.3701967617864812,1.1223219130120545,0.7834187600140867,3.684542416267167,0.9166666666666666,42,50,48,44
0,43,28,3,0.650643319120078,0.8358907594655202,0.6547232602845141,1.9004836697117709,0.8888888888888888,45,57,81,62
1,27,37,4,0.7779276274034869,0.6664418543226608,0.5328506705096497,1.4949143405400664,0.9230769230769231,69,63,90,75
0,24,18,3,0.8544296447911539,0.5395745642797596,0.5217616613055597,0.7715200948768854,0.875,86,100,100,86
1,28,28,5,1.0000000000000004,1.5700924586837752e-16,1.2708881086990577e-16,3.3306690738754696e-16,0.9090909090909091,100,100,100,100
0,30,32,2,0.40343519426006835,1.0923047246441184,0.826993549842299,2.669839650772661,0.9,45,43,61,61
1,51,52,6,0.8307793800856641,0.5817570281729926,0.5182865906684523,0.8227286792481128,0.0,91,90,93,91
0,29,121,0,0.0,1.414213562373095,0.9154486638287022,5.7138344509643195,0.9411764705882353,12,36,20,19
0,50,46,0,0.0,1.4142135623730954,0.8973560447054714,5.722164424209235,0.9285714285714286,25,29,35,35
1,11,24,3,0.7203307916019196,0.7478893078498724,0.6365620253252201,1.4417705550167337,0.8888888888888888,46,73,100,63
0,50,59,4,0.5931169746484632,0.9020898240768896,0.6931451849172786,2.1090894963250744,0.9230769230769231,53,56,75,75
1,22,22,4,1.0,0.0,0.0,0.0,0.0,100,100,100,100
1,37,33,3,0.5204162687955003,0.9793709524021015,0.7279367137630084,2.542415370488871,0.9230769230769231,60,64,74,74
0,62,105,3,0.23202160300866367,1.2393372398111309,0.822079104829732,4.880082888804753,0.9545454545454546,25,32,44,34
0,26,32,2,0.6409717602887465,0.8473821330559828,0.7548981502038383,1.3161146598704345,0.8333333333333334,79,65,82,62
0,48,49,4,0.5679483714809553,0.9295715448732762,0.6943458212143001,2.367449089711352,0.9285714285714286,74,73,75,74
0,51,45,6,0.9632315296990306,0.27117695440789097,0.2687747102649322,0.3557309823686079,0.9285714285714286,94,100,100,94
0,36,39,4,0.6762008221368653,0.8047349599254833,0.6391839064742348,1.6487901210863907,0.9090909090909091,32,33,77,77
1,3,16,1,0.7264653187202365,0.7396413742885988,0.701355603749064,0.9607378104175064,0.75,32,100,100,32
0,49,22,1,0.22362303216540597,1.2460954761450618,0.8951383582056038,3.467474829378247,0.875,56,91,59,59
0,45,20,0,0.0,1.4142135623730951,0.9913998117285147,4.482457377534564,0.9166666666666666,37,45,31,31
1,29,41,4,0.7596636415730504,0.6933056446141912,0.6176651100662446,0.9804822454832103,0.0,43,52,91,77
0,67,18,1,0.4360108311866506,1.0620632455869559,0.7435272442103121,3.546727350816185,0.9333333333333333,31,61,29,24
1,13,13,2,1.0,0.0,0.0,0.0,0.0,100,100,100,100
0,36,39,4,0.8760982738168859,0.49779860623170524,0.4834967808329574,0.7296720661074847,0.9,85,81,93,85
1,25,31,3,0.8217443329424039,0.5970857008128668,0.5053470533722194,1.0361602290185377,0.9,86,92,94,86
0,31,20,2,0.6211225725936252,0.8704911572283486,0.735124321087969,1.6118244876623167,0.8571428571428572,67,65,71,51
0,29,14,1,0.14558626113945528,1.3072212810848396,0.9724652503210944,3.5920366344125383,0.9090909090909091,33,50,44,33
0,39,39,6,1.0000000000000002,0.0,0.0,0.0,0.0,100,100,100,100
0,24,20,4,0.915842895229556,0.41026114797880653,0.4021577465051958,0.5692915691941824,0.9,91,80,100,91
0,31,50,3,0.9036776440137563,0.43891310298564506,0.35056516887466743,0.9333203784527047,0.8888888888888888,57,74,100,77
1,19,24,3,0.9493088337965112,0.3184059239508243,0.3146016928095127,0.40175157407013606,0.875,65,74,100,88
0,16,24,1,0.5520225052856766,0.9465489894499105,0.8019555547726809,1.6555477260149754,0.8333333333333334,60,83,72,60
1,36,21,2,0.2817248259246682,1.1985617832012931,0.9161286806466252,2.8542035829449683,0.9,67,73,65,56
1,29,47,5,0.8202156061744543,0.5996405487048815,0.4831303519381126,1.384127951326049,0.8888888888888888,76,79,100,76
0,42,41,4,0.7503259394380656,0.7066456828735808,0.6295688501954604,1.0145617628049406,0.9,80,80,85,72
1,10,24,1,0.19390893307678003,1.2697173440756175,1.0441816516920688,2.5388127648775978,0.8571428571428572,59,100,67,59
0,34,48,4,0.6638820979944655,0.8198998743816646,0.6591573464061612,1.7946588122982772,0.9166666666666666,54,65,87,63
0,34,25,4,0.8703257530139958,0.5092626964269115,0.4940110651255531,0.7492348639750894,0.8888888888888888,64,76,100,85
0,19,19,4,1.0,0.0,0.0,0.0,0.0,100,100,100,100
1,47,51,4,0.5672566434882585,0.9303153836326059,0.7146109863138125,2.1443212553555284,0.9166666666666666,59,72,82,76
1,48,39,4,0.7296084036414848,0.7353796248992969,0.6106403133150525,1.4090153996655175,0.9090909090909091,85,72,90,74
1,27,41,4,0.9443272301374281,0.33368479097067605,0.28246489602979097,0.6218427647220426,0.8888888888888888,68,85,100,79
1,18,17,2,0.7797682893827929,0.6636741830404542,0.5988883008043391,1.0554091433776491,0.8571428571428572,86,91,87,74
0,8,8,1,0.4699354291731676,1.0296257289198172,0.917018958495278,1.4896280909732287,0.8,75,75,75,75
0,11,81,0,0.0,1.4142135623730951,0.9699302125347516,4.987564934338648,0.9166666666666666,11,42,15,15
1,29,32,2,0.7632624505409991,0.6880952687804225,0.5867016775012514,1.1950168469993665,0.875,79,91,87,82
0,30,56,0,0.0,1.414213562373095,0.9627797738801136,4.967827043226235,0.9285714285714286,23,29,36,33
0,15,3,0,0.0,1.4142135623730951,1.1718779883315376,2.6976356974924123,0.8,0,0,0,0
0,38,35,1,0.34107943503546645,1.14797261723835,0.8403252011654219,2.993704339768446,0.875,41,41,47,36
0,67,26,1,0.08547963449070138,1.352420323353135,1.0099816728872608,4.1055105544738755,0.9285714285714286,34,58,41,47
0,15,26,2,0.8217492766508241,0.5970774210254076,0.5739330381843238,0.8218877294268366,0.8,73,67,100,73
0,18,29,2,0.6564476888423089,0.8289177415856065,0.7384744984708045,1.20431323684925,0.8333333333333334,17,36,67,38
0,53,55,4,0.7413576405296008,0.7192250822522797,0.5701064030829954,1.638530452573052,0.9090909090909091,70,84,84,80
1,11,9,1,0.6426939387533808,0.8453473383723631,0.7537928023324948,1.2983099958831001,0.8,70,67,71,50
1,25,33,3,0.527979874403559,0.97161733784082,0.8049951491510888,1.8809879184376275,0.8888888888888888,76,84,86,66
1,29,66,4,0.8080733940104171,0.619558884997355,0.5041574960084476,1.3810683426675556,0.9090909090909091,61,62,100,61
0,26,11,2,0.4701102546098969,1.0294559197849154,0.8292823880881243,2.2308451591295064,0.8888888888888888,54,82,78,54
1,40,15,3,0.6442692582037121,0.8434817624540414,0.6578525784365349,1.9395880389192681,0.875,55,100,100,55
0,19,8,2,0.7581971457470749,0.6954176504129373,0.6605732807501287,0.9810652020837076,0.8333333333333334,59,100,100,59
0,23,27,3,0.9278107932445946,0.3799715956631637,0.37363430623688365,0.49176089922627725,0.875,84,77,85,68
1,30,18,3,0.7853316907779216,0.6552378334957139,0.5628553731971435,1.228824063165514,0.8571428571428572,62,78,100,75
1,25,22,3,0.7322531562407024,0.731774341937865,0.6183594686567425,1.2688813293990246,0.9,72,77,84,72
0,37,105,2,0.20080470408623013,1.264274729569305,0.873227493368539,4.160234876431645,0.9375,39,62,48,38
1,51,59,7,0.9063409742597041,0.4328025548452687,0.42315247942168777,0.6666331522771016,0.9230769230769231,93,100,100,93
1,30,23,2,0.6307899144911856,0.859313779138697,0.7207681828385483,1.5722144359440877,0.875,72,83,82,72
0,25,25,4,0.9160682291229778,0.40971153480716693,0.36547594675859113,0.5977407749416672,0.9090909090909091,64,74,92,84
1,22,59,2,0.5879004795340051,0.907854085705401,0.7294533918546144,2.057981170562515,0.9090909090909091,54,68,78,54
0,85,68,1,0.046876088644082554,1.380669338658549,0.9079528467805232,5.470413965124238,0.9473684210526316,29,30,41,38
1,29,10,2,0.6723899958358147,0.8094566129993445,0.6463721617848213,1.7235017909767458,0.8571428571428572,51,100,100,51
0,67,64,0,0.0,1.4142135623730951,0.8635635666574705,6.381528504866034,0.9523809523809523,21,34,40,40
0,25,70,0,0.0,1.4142135623730951,0.9527554955982788,4.929529688254134,0.9230769230769231,19,33,19,19
0,36,37,3,0.6876057140377868,0.7904356848753898,0.6605971449339536,1.4404384497412936,0.875,74,72,85,74
0,28,28,3,1.0,0.0,0.0,0.0,0.0,100,100,100,100
0,100,40,0,0.0,1.4142135623730951,0.9246872509210324,5.635593808348565,0.9411764705882353,20,30,5,4
1,34,23,4,0.8865577074731784,0.47632403367208265,0.46375391706275054,0.6893851188049398,0.8888888888888888,81,100,100,81
0,29,27,0,0.0,1.414213562373095,0.9853647374781381,4.352970543818157,0.9090909090909091,32,26,21,21
0,30,33,0,0.0,1.414213562373095,1.0316223770258326,3.7091993895299415,0.875,54,60,38,38
1,40,43,5,0.8024505124495867,0.6285689899293685,0.5604704323653305,0.9414977083216514,0.9090909090909091,65,60,96,96
0,26,17,2,0.5686078864510162,0.9288617911713064,0.7292677599095382,2.0979181932105226,0.8888888888888888,60,71,79,60
1,20,19,2,0.7409227990118151,0.7198294256116307,0.6413116057105888,1.0278942613324578,0.8571428571428572,72,68,85,82
0,92,36,2,0.18673449326821512,1.2753552499063034,0.8108346038996145,5.332147586423616,0.9444444444444444,36,44,50,38
1,25,25,4,1.0,0.0,0.0,0.0,0.0,100,100,100,100
1,39,54,1,0.17130524325230906,1.2873964088404868,0.8966883329012832,3.986260802306419,0.9230769230769231,37,41,30,26
0,61,55,1,0.09396645882583493,1.346130410602305,0.8853671243546738,5.131849305735546,0.9411764705882353,29,37,34,34
0,37,39,3,0.5184871708302757,0.9813387072461011,0.8104237386051039,1.9125137970861747,0.8888888888888888,63,59,95,95
1,70,108,5,0.42017238847612115,1.0768728908500564,0.6863519373020484,4.4818248108026255,0.9583333333333334,53,63,68,56
0,65,74,1,0.10317047695094306,1.3392755676477168,0.8497451245570398,5.355828995587519,0.9375,32,37,42,42
0,67,60,6,0.7155766968292836,0.7542192031110271,0.6252257416348312,1.4938513042672064,0.9230769230769231,93,87,93,93
0,31,30,4,0.7676667095933601,0.6816645662004736,0.6077443979459198,1.0244656836134305,0.8888888888888888,82,83,87,75
0,37,58,1,0.04708488802980944,1.380518099823534,0.9488222008289603,4.3489789706608,0.9166666666666666,40,46,46,42
0,67,70,6,0.702754490225003,0.771032437417515,0.5950872185954316,1.7535915517866911,0.9333333333333333,79,77,81,79
0,24,21,3,0.5902101824238665,0.905306376400977,0.7582184956024896,1.6812418009208476,0.8888888888888888,53,71,86,71
0,81,59,3,0.19971528335478353,1.2651361323155834,0.8985994587457785,4.14773392973586,0.9411764705882353,21,41,48,41
0,9,15,0,0.0,1.414213562373095,1.1238003405531145,2.825042597173822,0.8,17,33,25,25
1,9,17,2,0.7042615690525624,0.7690753291419997,0.6489535970986006,1.4157033825324095,0.8571428571428572,69,100,100,69
1,46,41,6,0.8760685500358406,0.4978583131055653,0.43242173556004715,0.9743403285907444,0.9333333333333333,90,96,94,90
1,23,18,3,0.8897731564879633,0.4695249588936392,0.4576563945553798,0.64625905306256,0.875,88,72,100,88
1,30,49,2,0.3294803226007604,1.1580325361571149,0.8253342747748725,3.5246256973966483,0.9230769230769231,38,54,54,41
1,32,27,4,0.8914560134029181,0.46592700414782073,0.4542009050036257,0.6653644002354683,0.9,92,89,100,92
0,81,50,3,0.41864736644583656,1.078288118782882,0.7158950385575651,3.967233044496068,0.9375,40,50,55,46
0,22,15,2,0.7916876276545878,0.6454647509282163,0.6178103174307582,0.8794998609331265,0.8333333333333334,81,100,100,81
0,29,27,2,0.4087034856112037,1.087470932382835,0.8195835327223915,2.6752862422405705,0.9090909090909091,43,44,61,54
0,33,27,1,0.3152395747887552,1.1702652906168285,0.934060398820619,2.3280651524605336,0.8,53,52,54,57
1,32,24,2,0.6657679113202802,0.8175965859514335,0.6853159365602846,1.5242839566834878,0.8571428571428572,82,92,88,82
0,22,22,2,0.7729514237189027,0.6738673107980493,0.6412466912001916,0.9555470497855879,0.8333333333333334,68,70,74,59
0,39,23,3,0.703289180439576,0.7703386522308536,0.5908584037571539,1.8685444493610506,0.9090909090909091,48,54,79,55
0,35,40,0,0.0,1.4142135623730951,1.01669137479735,4.234275825085509,0.9090909090909091,32,43,31,29
0,26,30,2,0.3403242244808024,1.1486302934532049,0.9136204014220829,2.3367495077195155,0.875,57,62,61,54
1,32,34,4,0.7295072091499007,0.7355172205327342,0.6111218547820461,1.4014392904918775,0.9166666666666666,73,75,86,73
1,25,17,3,0.8363321412608692,0.5721326048026469,0.5512296748191116,0.823352548914121,0.875,81,82,100,81
1,25,29,3,0.6282129584398836,0.8623074179897985,0.6595194729311245,2.026315774437178,0.9166666666666666,44,48,65,59
1,43,50,4,0.4806260456884171,1.0191898295328334,0.7908475833353201,2.33672019631961,0.9285714285714286,82,88,84,75
1,32,30,3,0.7172961766281394,0.7519359326057784,0.6708604276622774,1.1709037835340412,0.8888888888888888,81,80,91,87
1,19,40,2,0.43740733725701264,1.0607475314541035,0.8418126912804533,2.4037743861745122,0.8571428571428572,47,74,77,54
0,26,36,2,0.4125953323051391,1.0838862188392846,0.8297408520326471,2.5053823863773834,0.9,45,54,70,61
0,12,5,1,0.689836192199166,0.7876087960413266,0.7424652419804788,1.0341292958816921,0.75,59,100,100,59
0,48,43,1,0.06688909176027717,1.366097293928747,0.9780510569460309,4.306107003018806,0.9230769230769231,29,37,36,29
0,17,20,1,0.689836192199166,0.7876087960413266,0.7424652419804788,1.0341292958816921,0.75,70,76,79,59
0,42,44,0,0.0,1.414213562373095,0.9177022503105986,5.2489326377693875,0.9166666666666666,28,29,26,26
0,40,39,3,0.5757528947192996,0.9211374547598208,0.6916755168096598,2.289604593059925,0.9230769230769231,48,49,63,46
1,26,25,3,0.7342285222080424,0.7290699250304564,0.6506218572652804,1.1300182774179364,0.8888888888888888,82,80,86,75
1,12,12,2,1.0,0.0,0.0,0.0,0.0,100,100,100,100
1,26,28,3,0.7689214473932663,0.6798213774319452,0.6061745872614179,1.0167654296915942,0.8888888888888888,63,65,79,63
1,5,2,1,0.6644848873155186,0.8191643457627796,0.7691974842761399,1.0828168151643318,0.75,57,100,100,57
1,40,26,3,0.7357026226811975,0.7270452218656037,0.582669320508101,1.614824967123575,0.9090909090909091,76,85,89,64
0,102,66,0,0.0,1.4142135623730951,0.898199674765781,6.13821742357681,0.9473684210526316,32,30,26,25
0,59,36,0,0.0,1.4142135623730951,0.9749386285061027,4.661691834940811,0.9166666666666666,17,36,25,25
1,14,19,2,0.7490379184397111,0.7084660634925132,0.6714633296699904,1.0091115558413186,0.8333333333333334,85,100,100,85
1,65,80,4,0.5569457030774257,0.941333412689228,0.6833226452668811,2.6612540564033136,0.9166666666666666,32,38,60,50
0,43,52,2,0.40275005353588,1.0929317878661229,0.8434341173907871,2.467240024378416,0.875,36,40,46,46
0,32,32,4,1.0000000000000002,1.3597399555105182e-16,1.1959514989622823e-16,2.220446049250313e-16,0.75,62,77,100,100
0,55,21,1,0.04005702737350049,1.3855994894820793,0.9807935300674483,4.130694451380306,0.9166666666666666,21,38,32,21
0,35,67,4,0.8086661316376407,0.6186014360836215,0.5130070979005678,1.2809566912540566,0.9,57,80,91,63
0,42,14,0,0.0,1.4142135623730951,1.1690945542894502,2.8847631375394065,0.8,18,29,24,18
1,26,26,4,1.0,0.0,0.0,0.0,0.0,100,100,100,100
1,20,37,2,0.5926219091751939,0.9026384556673909,0.7409301623504254,1.8828639286176565,0.875,53,75,79,56
0,33,37,3,0.7127168517605103,0.7580015148263093,0.675407906107212,1.1154718225961942,0.875,74,79,88,74
0,57,95,3,0.2669416660203787,1.2108330471040352,0.7598105647989566,5.156967332521223,0.9473684210526316,37,42,50,46
0,44,48,1,0.07362891794527078,1.3611547171829728,0.8849261946626714,5.042391704763933,0.9285714285714286,13,24,37,39
1,18,44,3,0.7544788071528326,0.7007441656512987,0.5945375969021659,1.3496922203337516,0.8888888888888888,58,72,100,58
0,25,29,3,0.7553421125557942,0.6995110970445085,0.5840873238185038,1.2772706351886567,0.9,52,61,91,81
0,23,43,2,0.48031785582573056,1.019492171793653,0.7626016973170576,2.4878386019293783,0.9,36,52,59,30
0,22,27,0,0.0,1.4142135623730951,1.0069330801122547,3.971144626852402,0.8888888888888888,37,38,24,24
1,30,49,4,0.5841518638433377,0.9119738331297257,0.7059313524846306,2.225990691042213,0.9166666666666666,61,80,89,61
1,17,17,3,1.0,0.0,0.0,0.0,0.0,100,100,100,100
0,14,14,3,1.0,0.0,0.0,0.0,0.0,64,64,100,100
0,47,25,0,0.0,1.4142135623730951,0.9727988162260913,4.559986588126265,0.9,28,23,28,28
0,29,28,3,0.8393838532893594,0.5667735821483579,0.5069344955854942,0.862261337683875,0.8,49,60,86,74
1,39,35,4,0.9287651702055346,0.3774515327680248,0.3711131875454397,0.5124194045235151,0.9,95,100,100,95
0,31,37,5,0.9271991382304432,0.3815779390099926,0.37499678015245347,0.5347657785337068,0.9166666666666666,91,100,100,91
1,26,19,2,0.4990713702617053,1.0009281989616385,0.8023936735127309,2.140014688044245,0.8888888888888888,62,78,69,53
1,19,33,2,0.7912925723471422,0.6460765088638618,0.551868642545939,1.1597649762563298,0.8571428571428572,73,100,100,73
0,79,71,4,0.31393689507324585,1.1713779107758129,0.7369752982804728,4.915673734325699,0.9583333333333334,39,44,47,40
0,25,30,3,0.49057996733669007,1.0093760772510016,0.8061311570993016,2.2098244511963756,0.9090909090909091,62,68,81,76
1,38,36,4,0.8942597836228767,0.4598700172377478,0.44853279683703995,0.6588091796757026,0.8333333333333334,97,97,97,97
0,5,24,0,0.0,1.4142135623730951,1.172873837247866,2.6896190576727874,0.8,28,60,21,21
1,28,28,5,1.0,0.0,0.0,0.0,0.0,100,100,100,100
1,22,24,2,0.8532285453499564,0.541796003399884,0.5243427134292329,0.7270202486547669,0.8333333333333334,74,68,87,83
1,21,23,3,0.7438291474698382,0.7157804866440015,0.6403533569281221,1.1363121485952328,0.8888888888888888,73,86,86,73
1,73,45,5,0.5380903473277903,0.9611551931631122,0.6956846816263541,2.8577118085634092,0.9444444444444444,42,62,83,63
0,18,19,2,0.7429313947207857,0.7170336188481183,0.6400417012983133,1.0924321979857678,0.8571428571428572,86,89,88,86
1,43,43,8,1.0,0.0,0.0,0.0,0.0,100,100,100,100
0,18,18,2,0.599479872571653,0.8950085222257352,0.7963908353037665,1.408730589401554,0.8571428571428572,56,56,72,72
1,37,26,4,0.8750414164777581,0.49991716018204835,0.48547125210596753,0.7315374375773609,0.8888888888888888,67,62,100,83
1,19,19,2,0.7061897210793837,0.7665641250679768,0.6833338422798888,1.1516886984428636,0.8571428571428572,79,79,85,74
0,25,19,1,0.3296234205905248,1.1579089596418841,0.9091656352955481,2.5079467867495415,0.8571428571428572,45,54,54,50
0,31,23,3,0.7577022799095825,0.6961288962403698,0.5731916844061086,1.4121827040287127,0.9,70,78,88,74
1,29,24,3,0.6939697769469957,0.7823429210429456,0.6643151326865535,1.3509474451118733,0.9,57,64,88,79
0,16,15,2,0.6991616055196278,0.775678276710612,0.6912087425014621,1.146929052520236,0.8571428571428572,77,80,85,77
0,42,10,0,0.0,1.4142135623730951,1.0296804475362487,4.04451075576292,0.8571428571428572,15,40,19,19
0,54,43,0,0.0,1.4142135623730951,0.942265845195713,4.968732636024749,0.9230769230769231,25,30,29,29
1,20,13,2,0.8054484749431641,0.6237812518132233,0.597999162466488,0.8590882429344207,0.8333333333333334,79,77,100,79
1,17,13,2,0.8813007644136723,0.48723553972658357,0.4743489209697019,0.6393062776868912,0.8333333333333334,87,100,100,87
1,31,31,4,1.0000000000000002,1.6653345369377348e-16,1.4273480123717877e-16,2.7755575615628914e-16,0.75,100,100,100,100
1,20,18,1,0.29924048339509196,1.1838576912829584,0.9885697384690966,2.157293189054056,0.8333333333333334,58,73,58,58
0,85,29,2,0.30350852827209135,1.1802469840909644,0.796289324015455,4.234066539780056,0.9166666666666666,33,66,68,37
0,22,29,3,0.7251831912186715,0.7413727925697416,0.6607766139219118,1.1090664781651927,0.875,78,59,93,78
0,63,25,0,0.0,1.414213562373095,0.9706768359729343,4.8411871654446745,0.9,16,36,14,14
1,22,16,3,0.8567884831788738,0.5351850461683814,0.518081387318835,0.7512815765742455,0.875,58,69,100,84
0,37,46,4,0.6205958830832425,0.8710959957625306,0.730794644374283,1.5941798947194201,0.9166666666666666,55,62,86,75
0,35,34,5,0.9043954862910338,0.437274544671803,0.4274283460537108,0.6384648540018746,0.9166666666666666,93,94,94,93
0,60,63,6,0.9324213009915773,0.3676375905927542,0.36178185060955514,0.5148169235368842,0.9285714285714286,94,95,95,89
0,30,64,2,0.3875155590597334,1.1067831232362253,0.8141041676691777,3.0842963737787548,0.8888888888888888,45,63,57,40
0,16,16,3,1.0,0.0,0.0,0.0,0.0,100,100,100,100
0,35,43,2,0.35340264484130723,1.1371871922939447,0.828177111827007,3.004998347194168,0.9,72,74,74,74
1,17,24,3,0.8615928931493415,0.5261313654414811,0.5097464523681455,0.7401142408197708,0.875,83,71,100,83
0,28,35,1,0.430883675246618,1.0668798664829908,0.8435468715409591,2.252585948126579,0.8333333333333334,41,54,53,48
0,26,23,3,0.7678546647693927,0.681388780698079,0.6464879787641408,1.0415524910698477,0.875,82,74,85,82
1,36,33,4,0.6712484153071505,0.810865691335932,0.7224195616962408,1.2054649525679513,0.9090909090909091,72,86,86,78
0,20,35,0,0.0,1.4142135623730951,1.0277716788665547,3.8714165394998417,0.875,25,35,25,25
1,31,31,4,1.0,0.0,0.0,0.0,0.0,74,74,100,100
0,24,34,1,0.2888473733658281,1.1926043993161957,0.9020387288643869,2.946842427995046,0.8888888888888888,41,50,48,48
0,63,50,4,0.4909345836532311,1.0090246937976979,0.6948738506196638,3.2163228298720403,0.9411764705882353,44,48,63,50
0,63,17,2,0.39171248227773225,1.1029846034485413,0.794927197512561,3.1908524197276957,0.8333333333333334,40,82,79,38
1,14,14,3,1.0000000000000002,0.0,0.0,0.0,0.0,100,100,100,100
0,20,16,2,0.7333000591515512,0.7303423044688688,0.6511146167880003,1.0871166776915275,0.8571428571428572,78,88,90,72
1,29,25,3,0.786473217057614,0.653493355654648,0.5719743107344221,1.208249364831579,0.8888888888888888,70,76,84,70
0,50,17,3,0.6931121561829791,0.7834383751349189,0.5937706471411333,1.956932223604326,0.875,48,94,100,51
0,21,26,2,0.9497093421093586,0.31714557506180485,0.31344338493317414,0.38385323224441403,0.8333333333333334,89,100,100,89
0,23,31,1,0.2857952322779654,1.1951608826614388,0.8696397003368205,3.161443035328242,0.8888888888888888,33,39,37,37
0,72,46,1,0.12477810969320594,1.3230433782055628,0.8706430250086816,4.903470574436215,0.9411764705882353,29,39,34,34
